대학ID,학년도,모집단위,전형명,전형유형,모집인원,지원자수
18,2026,간호학과,학생부교과(지역인재),학생부교과,10,69
18,2026,간호학과,학생부종합(일반학생),학생부종합,13,154
18,2026,간호학과,학생부종합(지역인재),학생부종합,8,113
18,2026,농업경제학과,학생부교과(교과우수자),학생부교과,17,198
18,2026,농업경제학과,학생부종합(지역인재),학생부종합,6,44
18,2026,식품공학부,학생부교과(교과우수자),학생부교과,15,66
18,2026,식품공학부,학생부교과(지역인재),학생부교과,9,48
18,2026,식품공학부,학생부종합(일반학생),학생부종합,13,150
18,2026,체육교육과,실기/실적(실기),실기/실적,28,379
18,2026,미술학과,실기/실적(실기),실기/실적,26,139
18,2026,자율전공부,학생부교과(교과우수자),학생부교과,24,216
18,2026,자율전공부,학생부교과(지역인재),학생부교과,9,47
18,2026,자율전공부,학생부종합(일반학생),학생부종합,13,112
24,2024,국어국문학과,학생부교과(지역균형),학생부교과,10,57
24,2024,국어국문학과,학생부종합(네오르네상스),학생부종합,20,401
24,2024,국어국문학과,학생부종합(기회균형),학생부종합,2,6
24,2024,국어국문학과,학생부종합(농어촌학생),학생부종합,2,11
24,2024,사학과,학생부교과(지역균형),학생부교과,14,118
24,2024,사학과,학생부종합(네오르네상스),학생부종합,6,115
24,2024,사학과,논술(논술우수자),논술,5,275
24,2024,사학과,학생부종합(기회균형),학생부종합,3,25
24,2024,사학과,학생부종합(농어촌학생),학생부종합,2,11
24,2024,철학과,학생부교과(지역균형),학생부교과,12,71
24,2024,철학과,학생부종합(네오르네상스),학생부종합,9,130
24,2024,철학과,논술(논술우수자),논술,3,191
24,2024,철학과,학생부종합(기회균형),학생부종합,4,35
24,2024,철학과,학생부종합(농어촌학생),학생부종합,1,9
24,2024,영미문학전공,학생부교과(지역균형),학생부교과,13,135
24,2024,영미문학전공,학생부종합(네오르네상스),학생부종합,16,243
24,2024,영미문학전공,학생부종합(기회균형),학생부종합,3,16
24,2024,영미문학전공,학생부종합(농어촌학생),학생부종합,2,12
24,2024,응용영어통번역전공,학생부교과(지역균형),학생부교과,6,51
24,2024,응용영어통번역전공,학생부종합(네오르네상스),학생부종합,22,393
24,2024,응용영어통번역전공,논술(논술우수자),논술,14,596
24,2024,정치외교학과,학생부종합(네오르네상스),학생부종합,22,183
24,2024,정치외교학과,논술(논술우수자),논술,11,715
24,2024,행정학과,학생부교과(지역균형),학생부교과,14,168
24,2024,행정학과,학생부종합(네오르네상스),학생부종합,21,406
24,2024,행정학과,논술(논술우수자),논술,10,539
24,2024,행정학과,학생부종합(농어촌학생),학생부종합,1,4
24,2024,사회학과,학생부종합(네오르네상스),학생부종합,24,404
24,2024,사회학과,논술(논술우수자),논술,13,460
24,2024,사회학과,학생부종합(기회균형),학생부종합,2,22
24,2024,경제학과,학생부교과(지역균형),학생부교과,10,101
24,2024,경제학과,학생부종합(네오르네상스),학생부종합,15,245
24,2024,경제학과,학생부종합(기회균형),학생부종합,4,28
24,2024,무역학과,학생부교과(지역균형),학생부교과,6,51
24,2024,무역학과,학생부종합(네오르네상스),학생부종합,21,369
24,2024,무역학과,논술(논술우수자),논술,4,370
24,2024,무역학과,학생부종합(기회균형),학생부종합,4,30
24,2024,미디어학과,학생부교과(지역균형),학생부교과,6,73
24,2024,미디어학과,학생부종합(네오르네상스),학생부종합,8,125
24,2024,미디어학과,논술(논술우수자),논술,11,909
24,2024,경영학과,학생부교과(지역균형),학생부교과,8,94
24,2024,경영학과,학생부종합(네오르네상스),학생부종합,8,212
24,2024,경영학과,논술(논술우수자),논술,12,737
24,2024,회계·세무학과,학생부종합(네오르네상스),학생부종합,6,87
24,2024,회계·세무학과,논술(논술우수자),논술,10,885
24,2024,회계·세무학과,학생부종합(기회균형),학생부종합,4,19
24,2024,Hospitality경영학부,학생부교과(지역균형),학생부교과,11,108
24,2024,Hospitality경영학부,학생부종합(네오르네상스),학생부종합,10,101
24,2024,Hospitality경영학부,학생부종합(농어촌학생),학생부종합,1,7
24,2024,수학과,학생부교과(지역균형),학생부교과,5,44
24,2024,수학과,학생부종합(네오르네상스),학생부종합,24,252
24,2024,수학과,논술(논술우수자),논술,7,364
24,2024,수학과,학생부종합(농어촌학생),학생부종합,1,4
24,2024,물리학과,학생부교과(지역균형),학생부교과,6,46
24,2024,물리학과,학생부종합(네오르네상스),학생부종합,9,82
24,2024,물리학과,학생부종합(기회균형),학생부종합,4,30
24,2024,화학과,학생부교과(지역균형),학생부교과,15,141
24,2024,화학과,학생부종합(네오르네상스),학생부종합,21,454
24,2024,화학과,논술(논술우수자),논술,13,393
24,2024,화학과,학생부종합(농어촌학생),학생부종합,2,8
24,2024,생물학과,학생부교과(지역균형),학생부교과,13,110
24,2024,생물학과,학생부종합(네오르네상스),학생부종합,10,178
24,2024,생물학과,논술(논술우수자),논술,8,284
24,2024,생물학과,학생부종합(농어촌학생),학생부종합,1,5
24,2024,지리학과,학생부교과(지역균형),학생부교과,4,42
24,2024,지리학과,학생부종합(네오르네상스),학생부종합,24,283
24,2024,지리학과,논술(논술우수자),논술,9,726
24,2024,지리학과,학생부종합(기회균형),학생부종합,2,23
24,2024,지리학과,학생부종합(농어촌학생),학생부종합,1,8
24,2024,의예과,학생부교과(지역균형),학생부교과,4,122
24,2024,의예과,학생부종합(네오르네상스),학생부종합,16,885
24,2024,의예과,논술(논술우수자),논술,6,309
24,2024,의예과,학생부종합(기회균형),학생부종합,3,71
24,2024,한의예과,학생부교과(지역균형),학생부교과,8,147
24,2024,한의예과,학생부종합(네오르네상스),학생부종합,11,285
24,2024,한의예과,논술(논술우수자),논술,6,438
24,2024,치의예과,학생부교과(지역균형),학생부교과,4,112
24,2024,치의예과,학생부종합(네오르네상스),학생부종합,16,416
24,2024,치의예과,학생부종합(기회균형),학생부종합,1,19
24,2024,약학과,학생부교과(지역균형),학생부교과,8,197
24,2024,약학과,학생부종합(네오르네상스),학생부종합,11,244
24,2024,약학과,논술(논술우수자),논술,6,796
24,2024,약학과,학생부종합(기회균형),학생부종합,2,23
24,2024,간호학과,학생부교과(지역균형),학생부교과,14,218
24,2024,간호학과,학생부종합(네오르네상스),학생부종합,20,284
24,2024,간호학과,논술(논술우수자),논술,13,1247
24,2024,간호학과,학생부종합(기회균형),학생부종합,1,13
24,2024,기계공학과,학생부교과(지역균형),학생부교과,14,110
24,2024,기계공학과,학생부종합(네오르네상스),학생부종합,25,309
24,2024,산업경영공학과,학생부교과(지역균형),학생부교과,13,128
24,2024,산업경영공학과,학생부종합(네오르네상스),학생부종합,8,142
24,2024,산업경영공학과,논술(논술우수자),논술,6,528
24,2024,원자력공학과,학생부교과(지역균형),학생부교과,13,102
24,2024,원자력공학과,학생부종합(네오르네상스),학생부종합,10,133
24,2024,원자력공학과,논술(논술우수자),논술,11,795
24,2024,화학공학과,학생부교과(지역균형),학생부교과,6,69
24,2024,화학공학과,학생부종합(네오르네상스),학생부종합,15,139
24,2024,전자공학과,학생부교과(지역균형),학생부교과,7,40
24,2024,전자공학과,학생부종합(네오르네상스),학생부종합,17,326
24,2024,전자공학과,논술(논술우수자),논술,9,284
24,2024,전자공학과,학생부종합(기회균형),학생부종합,4,25
24,2024,컴퓨터공학과,학생부교과(지역균형),학생부교과,11,99
24,2024,컴퓨터공학과,학생부종합(네오르네상스),학생부종합,19,278
24,2024,컴퓨터공학과,논술(논술우수자),논술,14,574
24,2024,컴퓨터공학과,학생부종합(기회균형),학생부종합,1,9
24,2024,컴퓨터공학과,학생부종합(농어촌학생),학생부종합,3,26
24,2024,소프트웨어융합학과,학생부종합(네오르네상스),학생부종합,22,315
24,2024,응용수학과,학생부교과(지역균형),학생부교과,13,121
24,2024,응용수학과,학생부종합(네오르네상스),학생부종합,9,142
24,2024,응용수학과,논술(논술우수자),논술,8,332
24,2024,우주과학과,학생부종합(네오르네상스),학생부종합,7,84
24,2024,체육학과,실기/실적(실기우수자),실기/실적,12,121
24,2024,포스트모던음악학과,실기/실적(실기우수자),실기/실적,12,66
24,2024,연극영화학과,실기/실적(실기우수자),실기/실적,28,165
24,2025,국어국문학과,학생부교과(지역균형),학생부교과,10,68
24,2025,국어국문학과,학생부종합(네오르네상스),학생부종합,21,376
24,2025,국어국문학과,학생부종합(기회균형),학생부종합,2,8
24,2025,국어국문학과,학생부종합(농어촌학생),학생부종합,2,9
24,2025,사학과,학생부교과(지역균형),학생부교과,12,143
24,2025,사학과,학생부종합(네오르네상스),학생부종합,6,124
24,2025,사학과,논술(논술우수자),논술,5,345
24,2025,사학과,학생부종합(기회균형),학생부종합,3,23
24,2025,사학과,학생부종합(농어촌학생),학생부종합,2,9
24,2025,철학과,학생부교과(지역균형),학생부교과,13,112
24,2025,철학과,학생부종합(네오르네상스),학생부종합,9,139
24,2025,철학과,논술(논술우수자),논술,4,400
24,2025,철학과,학생부종합(기회균형),학생부종합,4,28
24,2025,철학과,학생부종합(농어촌학생),학생부종합,1,10
24,2025,영미문학전공,학생부교과(지역균형),학생부교과,13,142
24,2025,영미문학전공,학생부종합(네오르네상스),학생부종합,19,336
24,2025,영미문학전공,학생부종합(기회균형),학생부종합,3,17
24,2025,영미문학전공,학생부종합(농어촌학생),학생부종합,3,26
24,2025,응용영어통번역전공,학생부교과(지역균형),학생부교과,6,83
24,2025,응용영어통번역전공,학생부종합(네오르네상스),학생부종합,22,604
24,2025,응용영어통번역전공,논술(논술우수자),논술,14,541
24,2025,정치외교학과,학생부교과(지역균형),학생부교과,12,194
24,2025,정치외교학과,학생부종합(네오르네상스),학생부종합,22,232
24,2025,정치외교학과,논술(논술우수자),논술,10,1100
24,2025,행정학과,학생부교과(지역균형),학생부교과,17,152
24,2025,행정학과,학생부종합(네오르네상스),학생부종합,21,598
24,2025,행정학과,논술(논술우수자),논술,10,886
24,2025,행정학과,학생부종합(농어촌학생),학생부종합,1,5
24,2025,사회학과,학생부종합(네오르네상스),학생부종합,24,395
24,2025,사회학과,논술(논술우수자),논술,13,639
24,2025,사회학과,학생부종합(기회균형),학생부종합,2,22
24,2025,경제학과,학생부교과(지역균형),학생부교과,10,151
24,2025,경제학과,학생부종합(네오르네상스),학생부종합,15,306
24,2025,경제학과,논술(논술우수자),논술,9,738
24,2025,경제학과,학생부종합(기회균형),학생부종합,4,27
24,2025,무역학과,학생부교과(지역균형),학생부교과,7,85
24,2025,무역학과,학생부종합(네오르네상스),학생부종합,22,417
24,2025,무역학과,논술(논술우수자),논술,3,346
24,2025,무역학과,학생부종합(기회균형),학생부종합,4,46
24,2025,미디어학과,학생부교과(지역균형),학생부교과,6,88
24,2025,미디어학과,학생부종합(네오르네상스),학생부종합,8,193
24,2025,미디어학과,논술(논술우수자),논술,13,1042
24,2025,경영학과,학생부교과(지역균형),학생부교과,8,96
24,2025,경영학과,학생부종합(네오르네상스),학생부종합,8,256
24,2025,경영학과,논술(논술우수자),논술,10,531
24,2025,회계·세무학과,학생부종합(네오르네상스),학생부종합,6,105
24,2025,회계·세무학과,논술(논술우수자),논술,10,820
24,2025,회계·세무학과,학생부종합(기회균형),학생부종합,4,18
24,2025,Hospitality경영학부,학생부교과(지역균형),학생부교과,11,145
24,2025,Hospitality경영학부,학생부종합(네오르네상스),학생부종합,10,129
24,2025,Hospitality경영학부,학생부종합(농어촌학생),학생부종합,1,8
24,2025,수학과,학생부교과(지역균형),학생부교과,5,54
24,2025,수학과,학생부종합(네오르네상스),학생부종합,24,184
24,2025,수학과,논술(논술우수자),논술,7,332
24,2025,수학과,학생부종합(농어촌학생),학생부종합,2,7
24,2025,물리학과,학생부교과(지역균형),학생부교과,6,44
24,2025,물리학과,학생부종합(네오르네상스),학생부종합,7,49
24,2025,물리학과,논술(논술우수자),논술,14,1084
24,2025,물리학과,학생부종합(기회균형),학생부종합,5,36
24,2025,화학과,학생부교과(지역균형),학생부교과,16,125
24,2025,화학과,학생부종합(네오르네상스),학생부종합,25,443
24,2025,화학과,논술(논술우수자),논술,12,516
24,2025,화학과,학생부종합(농어촌학생),학생부종합,1,4
24,2025,생물학과,학생부교과(지역균형),학생부교과,13,117
24,2025,생물학과,학생부종합(네오르네상스),학생부종합,10,286
24,2025,생물학과,논술(논술우수자),논술,8,262
24,2025,생물학과,학생부종합(농어촌학생),학생부종합,1,6
24,2025,지리학과,학생부교과(지역균형),학생부교과,3,43
24,2025,지리학과,학생부종합(네오르네상스),학생부종합,24,327
24,2025,지리학과,논술(논술우수자),논술,9,777
24,2025,지리학과,학생부종합(기회균형),학생부종합,3,30
24,2025,지리학과,학생부종합(농어촌학생),학생부종합,2,19
24,2025,의예과,학생부교과(지역균형),학생부교과,3,115
24,2025,의예과,학생부종합(네오르네상스),학생부종합,16,950
24,2025,의예과,논술(논술우수자),논술,6,428
24,2025,의예과,학생부종합(기회균형),학생부종합,2,42
24,2025,한의예과,학생부교과(지역균형),학생부교과,8,125
24,2025,한의예과,학생부종합(네오르네상스),학생부종합,11,237
24,2025,한의예과,논술(논술우수자),논술,7,474
24,2025,치의예과,학생부교과(지역균형),학생부교과,4,88
24,2025,치의예과,학생부종합(네오르네상스),학생부종합,16,596
24,2025,치의예과,학생부종합(기회균형),학생부종합,1,25
24,2025,약학과,학생부교과(지역균형),학생부교과,10,283
24,2025,약학과,학생부종합(네오르네상스),학생부종합,12,333
24,2025,약학과,논술(논술우수자),논술,6,758
24,2025,약학과,학생부종합(기회균형),학생부종합,2,24
24,2025,간호학과,학생부교과(지역균형),학생부교과,14,290
24,2025,간호학과,학생부종합(네오르네상스),학생부종합,18,434
24,2025,간호학과,논술(논술우수자),논술,13,1428
24,2025,간호학과,학생부종합(기회균형),학생부종합,1,14
24,2025,기계공학과,학생부교과(지역균형),학생부교과,14,122
24,2025,기계공학과,학생부종합(네오르네상스),학생부종합,23,343
24,2025,산업경영공학과,학생부교과(지역균형),학생부교과,13,145
24,2025,산업경영공학과,학생부종합(네오르네상스),학생부종합,8,194
24,2025,산업경영공학과,논술(논술우수자),논술,6,564
24,2025,원자력공학과,학생부교과(지역균형),학생부교과,13,122
24,2025,원자력공학과,학생부종합(네오르네상스),학생부종합,10,165
24,2025,원자력공학과,논술(논술우수자),논술,11,741
24,2025,화학공학과,학생부교과(지역균형),학생부교과,7,86
24,2025,화학공학과,학생부종합(네오르네상스),학생부종합,13,151
24,2025,전자공학과,학생부교과(지역균형),학생부교과,7,44
24,2025,전자공학과,학생부종합(네오르네상스),학생부종합,17,323
24,2025,전자공학과,논술(논술우수자),논술,9,267
24,2025,전자공학과,학생부종합(기회균형),학생부종합,4,41
24,2025,컴퓨터공학과,학생부교과(지역균형),학생부교과,11,94
24,2025,컴퓨터공학과,학생부종합(네오르네상스),학생부종합,19,293
24,2025,컴퓨터공학과,논술(논술우수자),논술,17,806
24,2025,컴퓨터공학과,학생부종합(기회균형),학생부종합,1,11
24,2025,컴퓨터공학과,학생부종합(농어촌학생),학생부종합,4,26
24,2025,소프트웨어융합학과,학생부종합(네오르네상스),학생부종합,22,386
24,2025,응용수학과,학생부교과(지역균형),학생부교과,13,125
24,2025,응용수학과,학생부종합(네오르네상스),학생부종합,9,166
24,2025,응용수학과,논술(논술우수자),논술,8,453
24,2025,응용수학과,학생부종합(기회균형),학생부종합,2,11
24,2025,우주과학과,학생부교과(지역균형),학생부교과,10,63
24,2025,우주과학과,학생부종합(네오르네상스),학생부종합,6,79
24,2025,체육학과,실기/실적(실기우수자),실기/실적,12,99
24,2025,포스트모던음악학과,실기/실적(실기우수자),실기/실적,10,56
24,2025,연극영화학과,실기/실적(실기우수자),실기/실적,26,161
24,2025,자유전공학부,학생부교과(지역균형),학생부교과,13,160
24,2025,자유전공학부,학생부종합(네오르네상스),학생부종합,8,167
24,2025,자유전공학부,논술(논술우수자),논술,13,1150
24,2025,자유전공학부,학생부종합(기회균형),학생부종합,1,5
24,2026,국어국문학과,학생부교과(지역균형),학생부교과,10,101
24,2026,국어국문학과,학생부종합(네오르네상스),학생부종합,21,475
24,2026,국어국문학과,학생부종합(농어촌학생),학생부종합,2,10
24,2026,사학과,학생부교과(지역균형),학생부교과,12,115
24,2026,사학과,학생부종합(네오르네상스),학생부종합,6,130
24,2026,사학과,논술(논술우수자),논술,6,437
24,2026,사학과,학생부종합(기회균형),학생부종합,4,39
24,2026,사학과,학생부종합(농어촌학생),학생부종합,3,15
24,2026,철학과,학생부교과(지역균형),학생부교과,12,111
24,2026,철학과,학생부종합(네오르네상스),학생부종합,7,147
24,2026,철학과,논술(논술우수자),논술,4,366
24,2026,철학과,학생부종합(기회균형),학생부종합,4,29
24,2026,철학과,학생부종합(농어촌학생),학생부종합,1,8
24,2026,영미문학전공,학생부교과(지역균형),학생부교과,13,108
24,2026,영미문학전공,학생부종합(네오르네상스),학생부종합,15,316
24,2026,영미문학전공,학생부종합(기회균형),학생부종합,3,16
24,2026,영미문학전공,학생부종합(농어촌학생),학생부종합,3,25
24,2026,응용영어통번역전공,학생부종합(네오르네상스),학생부종합,22,622
24,2026,응용영어통번역전공,논술(논술우수자),논술,14,632
24,2026,정치외교학과,학생부교과(지역균형),학생부교과,12,178
24,2026,정치외교학과,학생부종합(네오르네상스),학생부종합,24,293
24,2026,정치외교학과,논술(논술우수자),논술,10,1087
24,2026,행정학과,학생부교과(지역균형),학생부교과,16,154
24,2026,행정학과,학생부종합(네오르네상스),학생부종합,24,675
24,2026,행정학과,논술(논술우수자),논술,10,885
24,2026,행정학과,학생부종합(농어촌학생),학생부종합,1,5
24,2026,사회학과,학생부종합(네오르네상스),학생부종합,20,282
24,2026,사회학과,논술(논술우수자),논술,13,674
24,2026,사회학과,학생부종합(기회균형),학생부종합,2,17
24,2026,경제학과,학생부교과(지역균형),학생부교과,10,153
24,2026,경제학과,학생부종합(네오르네상스),학생부종합,14,267
24,2026,경제학과,논술(논술우수자),논술,9,656
24,2026,경제학과,학생부종합(기회균형),학생부종합,4,32
24,2026,무역학과,학생부교과(지역균형),학생부교과,7,100
24,2026,무역학과,학생부종합(네오르네상스),학생부종합,22,427
24,2026,무역학과,논술(논술우수자),논술,2,167
24,2026,무역학과,학생부종합(기회균형),학생부종합,4,38
24,2026,미디어학과,학생부교과(지역균형),학생부교과,7,123
24,2026,미디어학과,학생부종합(네오르네상스),학생부종합,8,172
24,2026,경영학과,학생부교과(지역균형),학생부교과,10,140
24,2026,경영학과,학생부종합(네오르네상스),학생부종합,8,181
24,2026,경영학과,논술(논술우수자),논술,10,763
24,2026,회계·세무학과,학생부종합(네오르네상스),학생부종합,6,104
24,2026,회계·세무학과,논술(논술우수자),논술,10,654
24,2026,회계·세무학과,학생부종합(기회균형),학생부종합,5,28
24,2026,Hospitality경영학부,학생부교과(지역균형),학생부교과,11,120
24,2026,Hospitality경영학부,학생부종합(네오르네상스),학생부종합,10,146
24,2026,Hospitality경영학부,학생부종합(농어촌학생),학생부종합,1,9
24,2026,수학과,학생부교과(지역균형),학생부교과,6,62
24,2026,수학과,학생부종합(네오르네상스),학생부종합,24,226
24,2026,수학과,논술(논술우수자),논술,7,504
24,2026,수학과,학생부종합(농어촌학생),학생부종합,2,7
24,2026,물리학과,학생부교과(지역균형),학생부교과,6,45
24,2026,물리학과,학생부종합(네오르네상스),학생부종합,7,53
24,2026,물리학과,논술(논술우수자),논술,11,742
24,2026,물리학과,학생부종합(기회균형),학생부종합,5,32
24,2026,화학과,학생부교과(지역균형),학생부교과,15,153
24,2026,화학과,학생부종합(네오르네상스),학생부종합,25,611
24,2026,화학과,논술(논술우수자),논술,10,421
24,2026,화학과,학생부종합(농어촌학생),학생부종합,1,5
24,2026,생물학과,학생부교과(지역균형),학생부교과,13,127
24,2026,생물학과,학생부종합(네오르네상스),학생부종합,10,282
24,2026,생물학과,논술(논술우수자),논술,8,371
24,2026,생물학과,학생부종합(농어촌학생),학생부종합,1,5
24,2026,지리학과,학생부교과(지역균형),학생부교과,3,40
24,2026,지리학과,학생부종합(네오르네상스),학생부종합,27,364
24,2026,지리학과,논술(논술우수자),논술,8,641
24,2026,지리학과,학생부종합(기회균형),학생부종합,3,38
24,2026,지리학과,학생부종합(농어촌학생),학생부종합,2,15
24,2026,의예과,학생부교과(지역균형),학생부교과,3,120
24,2026,의예과,학생부종합(네오르네상스),학생부종합,13,531
24,2026,의예과,논술(논술우수자),논술,6,299
24,2026,의예과,학생부종합(기회균형),학생부종합,3,65
24,2026,한의예과,학생부교과(지역균형),학생부교과,10,185
24,2026,한의예과,학생부종합(네오르네상스),학생부종합,12,246
24,2026,한의예과,논술(논술우수자),논술,8,752
24,2026,치의예과,학생부종합(네오르네상스),학생부종합,16,529
24,2026,치의예과,학생부종합(기회균형),학생부종합,1,19
24,2026,약학과,학생부교과(지역균형),학생부교과,10,270
24,2026,약학과,학생부종합(네오르네상스),학생부종합,12,226
24,2026,약학과,논술(논술우수자),논술,5,683
24,2026,약학과,학생부종합(기회균형),학생부종합,2,19
24,2026,간호학과,학생부교과(지역균형),학생부교과,14,336
24,2026,간호학과,학생부종합(네오르네상스),학생부종합,21,343
24,2026,간호학과,논술(논술우수자),논술,11,1091
24,2026,간호학과,학생부종합(기회균형),학생부종합,1,11
24,2026,기계공학과,학생부교과(지역균형),학생부교과,16,153
24,2026,기계공학과,학생부종합(네오르네상스),학생부종합,19,296
24,2026,산업경영공학과,학생부교과(지역균형),학생부교과,13,169
24,2026,산업경영공학과,학생부종합(네오르네상스),학생부종합,8,215
24,2026,산업경영공학과,논술(논술우수자),논술,6,681
24,2026,원자력공학과,학생부교과(지역균형),학생부교과,10,97
24,2026,원자력공학과,학생부종합(네오르네상스),학생부종합,10,174
24,2026,원자력공학과,논술(논술우수자),논술,11,938
24,2026,화학공학과,학생부교과(지역균형),학생부교과,7,87
24,2026,화학공학과,학생부종합(네오르네상스),학생부종합,13,196
24,2026,전자공학과,학생부교과(지역균형),학생부교과,7,52
24,2026,전자공학과,학생부종합(네오르네상스),학생부종합,17,361
24,2026,전자공학과,논술(논술우수자),논술,9,359
24,2026,전자공학과,학생부종합(기회균형),학생부종합,4,40
24,2026,컴퓨터공학과,학생부교과(지역균형),학생부교과,12,91
24,2026,컴퓨터공학과,학생부종합(네오르네상스),학생부종합,21,271
24,2026,컴퓨터공학과,논술(논술우수자),논술,17,596
24,2026,컴퓨터공학과,학생부종합(기회균형),학생부종합,1,9
24,2026,컴퓨터공학과,학생부종합(농어촌학생),학생부종합,3,19
24,2026,소프트웨어융합학과,학생부종합(네오르네상스),학생부종합,22,383
24,2026,응용수학과,학생부교과(지역균형),학생부교과,13,103
24,2026,응용수학과,학생부종합(네오르네상스),학생부종합,9,155
24,2026,응용수학과,학생부종합(기회균형),학생부종합,2,12
24,2026,체육학과,실기/실적(실기우수자),실기/실적,12,127
24,2026,포스트모던음악학과,실기/실적(실기우수자),실기/실적,8,50
24,2026,연극영화학과,실기/실적(실기우수자),실기/실적,26,257
24,2026,자유전공학부,학생부교과(지역균형),학생부교과,13,199
24,2026,자유전공학부,학생부종합(네오르네상스),학생부종합,8,192
24,2026,자유전공학부,논술(논술우수자),논술,13,932
24,2026,자유전공학부,학생부종합(기회균형),학생부종합,1,4
114,2024,유아교육과,학생부교과(교과우수자),학생부교과,25,215
114,2024,유아교육과,학생부교과(지역인재),학생부교과,15,57
114,2024,유아교육과,학생부종합(일반학생),학생부종합,11,83
114,2024,유아교육과,학생부종합(지역인재),학생부종합,4,11
114,2024,유아교육과,학생부교과(기회균형),학생부교과,4,20
114,2024,특수교육과,학생부교과(교과우수자),학생부교과,28,182
114,2024,특수교육과,학생부교과(지역인재),학생부교과,6,39
114,2024,특수교육과,학생부종합(일반학생),학생부종합,16,74
114,2024,영미학과,학생부교과(교과우수자),학생부교과,20,137
114,2024,영미학과,학생부교과(지역인재),학생부교과,15,65
114,2024,영미학과,학생부종합(일반학생),학생부종합,10,99
114,2024,영미학과,학생부교과(기회균형),학생부교과,2,6
114,2024,중국학과,학생부교과(교과우수자),학생부교과,20,132
114,2024,중국학과,학생부종합(일반학생),학생부종합,5,17
114,2024,중국학과,학생부종합(지역인재),학생부종합,4,12
114,2024,미디어커뮤니케이션학과,학생부교과(교과우수자),학생부교과,14,49
114,2024,미디어커뮤니케이션학과,학생부종합(일반학생),학생부종합,11,44
114,2024,미디어커뮤니케이션학과,학생부교과(기회균형),학생부교과,2,5
114,2024,법학과,학생부교과(교과우수자),학생부교과,9,38
114,2024,법학과,학생부종합(일반학생),학생부종합,19,101
114,2024,법학과,학생부종합(지역인재),학생부종합,4,15
114,2024,법학과,학생부교과(기회균형),학생부교과,2,5
114,2024,행정학과,학생부교과(교과우수자),학생부교과,8,47
114,2024,행정학과,학생부교과(지역인재),학생부교과,12,50
114,2024,행정학과,학생부종합(일반학생),학생부종합,13,79
114,2024,행정학과,학생부종합(지역인재),학생부종합,14,81
114,2024,경찰행정학과,학생부교과(교과우수자),학생부교과,30,322
114,2024,경찰행정학과,학생부교과(지역인재),학생부교과,10,32
114,2024,경찰행정학과,학생부종합(일반학생),학생부종합,10,96
114,2024,경찰행정학과,학생부종합(지역인재),학생부종합,9,55
114,2024,경찰행정학과,학생부교과(기회균형),학생부교과,1,5
114,2024,사회복지학과,학생부교과(교과우수자),학생부교과,15,111
114,2024,사회복지학과,학생부교과(지역인재),학생부교과,7,17
114,2024,사회복지학과,학생부종합(일반학생),학생부종합,17,144
114,2024,사회복지학과,학생부종합(지역인재),학생부종합,5,39
114,2024,사회복지학과,학생부교과(기회균형),학생부교과,2,5
114,2024,경영학과,학생부교과(교과우수자),학생부교과,10,59
114,2024,경영학과,학생부교과(지역인재),학생부교과,13,113
114,2024,경영학과,학생부종합(일반학생),학생부종합,8,73
114,2024,경영학과,학생부종합(지역인재),학생부종합,5,23
114,2024,경영학과,학생부교과(기회균형),학생부교과,4,13
114,2024,국제통상학과,학생부교과(교과우수자),학생부교과,23,134
114,2024,국제통상학과,학생부종합(일반학생),학생부종합,7,53
114,2024,국제통상학과,학생부종합(지역인재),학생부종합,7,49
114,2024,국제통상학과,학생부교과(기회균형),학생부교과,2,8
114,2024,관광경영학과,학생부교과(교과우수자),학생부교과,25,236
114,2024,관광경영학과,학생부종합(일반학생),학생부종합,18,167
114,2024,관광경영학과,학생부종합(지역인재),학생부종합,7,59
114,2024,경제금융학과,학생부종합(일반학생),학생부종합,12,94
114,2024,경제금융학과,학생부종합(지역인재),학생부종합,4,33
114,2024,화학과,학생부교과(교과우수자),학생부교과,22,59
114,2024,화학과,학생부교과(지역인재),학생부교과,7,19
114,2024,화학과,학생부종합(일반학생),학생부종합,5,40
114,2024,화학과,학생부종합(지역인재),학생부종합,15,93
114,2024,식품영양학과,학생부교과(교과우수자),학생부교과,22,101
114,2024,식품영양학과,학생부교과(지역인재),학생부교과,4,23
114,2024,식품영양학과,학생부종합(일반학생),학생부종합,18,170
114,2024,식품영양학과,학생부종합(지역인재),학생부종합,6,17
114,2024,식품영양학과,학생부교과(기회균형),학생부교과,4,21
114,2024,환경보건학과,학생부교과(교과우수자),학생부교과,23,181
114,2024,환경보건학과,학생부교과(지역인재),학생부교과,12,31
114,2024,환경보건학과,학생부종합(일반학생),학생부종합,9,59
114,2024,환경보건학과,학생부종합(지역인재),학생부종합,15,105
114,2024,생명시스템학과,학생부교과(교과우수자),학생부교과,14,76
114,2024,생명시스템학과,학생부종합(일반학생),학생부종합,16,114
114,2024,생명시스템학과,학생부종합(지역인재),학생부종합,11,72
114,2024,의약공학과,학생부교과(교과우수자),학생부교과,30,110
114,2024,의약공학과,학생부교과(지역인재),학생부교과,7,25
114,2024,의약공학과,학생부종합(일반학생),학생부종합,13,112
114,2024,의약공학과,학생부교과(기회균형),학생부교과,2,10
114,2024,컴퓨터공학과,학생부교과(교과우수자),학생부교과,14,145
114,2024,컴퓨터공학과,학생부교과(지역인재),학생부교과,4,32
