대학ID,학년도,학과명,계열,모집인원,지원자,입학자
74,2024,국제한국어학과,인문계열,20,63,20
74,2024,군사학과,사회계열,30,72,29
74,2024,기타모집단위,인문계열,31,0,0
74,2024,도시계획학과,사회계열,20,43,20
74,2024,디지털콘텐츠학과,공학계열,25,66,15
74,2024,물리치료학과,의약계열,104,641,99
74,2024,뮤지컬ㆍ실용음악학과,예체능계열,30,52,25
74,2024,바이오화장품학과,자연계열,25,33,7
74,2024,반려동물학과,자연계열,30,218,31
74,2024,방사선학과,의약계열,60,385,64
74,2024,배터리공학과,공학계열,30,26,3
74,2024,보건행정학과,사회계열,30,81,25
74,2024,뷰티미용학과,예체능계열,40,127,42
74,2024,사회복지학과,사회계열,40,130,32
74,2024,산림조경학과,공학계열,20,52,20
74,2024,상담심리학과,인문계열,40,130,41
74,2024,생활체육학과,예체능계열,40,117,40
74,2024,소방행정학과,사회계열,30,87,19
74,2024,식품영양학과,자연계열,30,96,30
74,2024,안경광학과,공학계열,20,34,13
74,2024,언어치료학과,교육계열,20,53,15
74,2024,에너지리사이클링학과,공학계열,10,10,10
74,2024,운동처방학과,예체능계열,40,110,38
74,2024,유아교육학과,교육계열,40,125,33
74,2024,응급구조학과,의약계열,30,111,23
74,2024,작업치료학과,의약계열,30,88,17
74,2024,전기공학과,공학계열,40,114,28
74,2024,컴퓨터학과,공학계열,40,137,32
74,2024,태권도학과,예체능계열,35,56,29
74,2024,토목환경공학과,공학계열,30,81,32
74,2024,한국어교원학과,인문계열,40,60,40
74,2024,한의예과,의약계열,44,681,44
74,2024,헬스케어복지학과,사회계열,30,47,30
74,2024,호텔관광경영학과,사회계열,30,82,30
74,2024,K-남도문화학과,인문계열,20,46,20
74,2025,간호학과,의약계열,213,1003,197
74,2025,건축학과,공학계열,30,100,30
74,2025,경찰행정학과,사회계열,31,119,24
74,2025,공연예술무용학과,예체능계열,30,143,31
74,2025,국제학부,사회계열,119,119,118
74,2025,국제한국어학과,인문계열,21,53,21
74,2025,군사학과,사회계열,30,86,31
74,2025,기타모집단위,인문계열,31,0,0
74,2025,다문화융합학부,사회계열,25,17,12
74,2025,도시계획학과,사회계열,20,54,20
74,2025,디지털콘텐츠학과,공학계열,21,69,14
74,2025,물리치료학과,의약계열,100,596,99
74,2025,뮤지컬ㆍ실용음악학과,예체능계열,30,65,30
74,2025,반려동물학과,자연계열,30,187,30
74,2025,방사선학과,의약계열,60,338,60
74,2025,보건행정학과,사회계열,26,62,21
74,2025,뷰티미용학과,예체능계열,41,292,41
74,2025,사회복지학과,사회계열,40,117,33
74,2025,산림조경학과,공학계열,20,71,20
74,2025,상담심리학과,인문계열,40,130,40
74,2025,생활체육학과,예체능계열,41,111,38
74,2025,소방안전학과,공학계열,31,57,17
74,2025,스포츠의학과,예체능계열,40,125,37
74,2025,식품영양학과,자연계열,30,97,30
74,2025,안경광학과,공학계열,21,42,17
74,2025,언어치료학과,교육계열,21,48,17
74,2025,에너지리사이클링학과,공학계열,10,12,10
74,2025,유아교육학과,교육계열,31,95,31
74,2025,응급구조학과,의약계열,30,178,31
74,2025,자유전공학부,무전공,70,125,63
74,2025,작업치료학과,의약계열,26,87,18
74,2025,전기공학과,공학계열,42,146,41
74,2025,컴퓨터학과,공학계열,41,130,38
74,2025,태권도학과,예체능계열,35,59,30
74,2025,토목환경공학과,공학계열,30,77,31
74,2025,한국어교원학과,인문계열,40,63,40
74,2025,한의예과,의약계열,44,1003,44
74,2025,헬스케어복지학과,사회계열,30,59,30
74,2025,호텔관광경영학과,사회계열,34,89,34
74,2025,K-남도문화학과,인문계열,20,31,20
74,2026,간호학과,의약계열,209,1370,206
74,2026,건축학과,공학계열,30,112,30
74,2026,경찰행정학과,사회계열,31,137,31
74,2026,공연예술무용학과,예체능계열,35,127,35
74,2026,국제학부,사회계열,109,115,98
74,2026,국제한국어학과,인문계열,30,76,30
74,2026,군사학과,사회계열,30,139,31
74,2026,기타모집단위,인문계열,31,0,0
74,2026,도시계획학과,사회계열,20,45,20
74,2026,디지털콘텐츠학과,공학계열,20,78,20
74,2026,물리치료학과,의약계열,100,665,100
74,2026,뮤지컬ㆍ실용음악학과,예체능계열,30,83,31
74,2026,미래에너지기술학부,공학계열,30,134,30
74,2026,반려동물학과,자연계열,30,217,39
74,2026,방사선학과,의약계열,67,513,67
74,2026,보건행정학과,사회계열,25,113,25
74,2026,뷰티미용학과,예체능계열,40,218,40
74,2026,사회복지상담학과,사회계열,49,83,49
74,2026,사회복지학과,사회계열,30,157,30
74,2026,산림조경학과,공학계열,20,60,20
74,2026,상담심리학과,인문계열,36,133,36
74,2026,생활체육학과,예체능계열,40,149,40
74,2026,소방안전학과,공학계열,30,127,31
74,2026,스포츠의학과,예체능계열,36,135,36
74,2026,식품영양학과,자연계열,30,123,30
74,2026,안경광학과,공학계열,20,73,20
74,2026,언어치료학과,교육계열,20,52,20
74,2026,에너지리사이클링학과,공학계열,16,47,16
74,2026,유아교육학과,교육계열,30,128,30
74,2026,응급구조학과,의약계열,30,186,30
74,2026,자유전공학부,무전공,50,213,50
74,2026,작업치료학과,의약계열,25,91,25
74,2026,전기공학과,공학계열,40,209,44
74,2026,컴퓨터학과,공학계열,43,137,44
74,2026,태권도학과,예체능계열,30,81,30
74,2026,토목환경공학과,공학계열,30,125,30
74,2026,한국어교원학과,인문계열,30,39,30
74,2026,한의예과,의약계열,44,696,44
74,2026,호텔관광경영학과,사회계열,30,106,30
74,2026,K-남도문화학과,인문계열,26,37,26
75,2024,간호학부 간호학과,의약계열,115,903,115
75,2024,건강관리학과,예체능계열,62,345,62
75,2024,건설시스템공학과,공학계열,81,430,80
75,2024,건축공학과,공학계열,54,313,54
75,2024,건축학과,공학계열,59,532,60
75,2024,경영정보학과,사회계열,120,861,117
75,2024,경영학과,사회계열,304,1536,311
75,2024,경제학과,사회계열,85,497,85
75,2024,경찰학과,사회계열,74,593,73
75,2024,관광경영학과,사회계열,121,729,130
75,2024,교육학과,교육계열,37,188,35
75,2024,국제무역학과,사회계열,121,598,124
75,2024,글로벌비즈니스학과,사회계열,74,409,75
75,2024,금융학과,사회계열,66,371,65
75,2024,기계공학과,공학계열,213,1388,213
75,2024,기타모집단위,인문계열,93,0,0
75,2024,도시공학과,공학계열,53,289,54
75,2024,미디어커뮤니케이션학과,사회계열,63,675,71
75,2024,미술학과,예체능계열,80,735,79
75,2024,바이오메디컬학과,자연계열,47,313,45
75,2024,반도체학과,공학계열,47,236,47
75,2024,분자유전공학과,자연계열,58,288,57
75,2024,사회복지학과,사회계열,53,453,53
75,2024,산업경영공학과,공학계열,81,448,81
75,2024,산업디자인학과,예체능계열,67,619,68
75,2024,생명자원산업학과,자연계열,46,314,45
75,2024,석당인재학부 공공정책학전공,사회계열,40,236,40
75,2024,스마트제조공학과,공학계열,22,22,22
75,2024,식품생명공학과,자연계열,54,268,53
75,2024,식품영양학과,자연계열,75,425,76
75,2024,신소재공학과,공학계열,101,523,100
75,2024,아동학과,사회계열,43,279,43
75,2024,역사문화학부 고고미술사학전공,인문계열,42,218,42
75,2024,역사문화학부 사학전공,인문계열,42,222,42
75,2024,영미학과,인문계열,75,367,75
75,2024,융합경영학과,사회계열,38,98,38
75,2024,음악학과,예체능계열,80,332,80
75,2024,응용생물공학과,자연계열,52,294,52
75,2024,의약생명공학과,자연계열,57,323,57
75,2024,의예과,의약계열,51,628,51
75,2024,일본학과,인문계열,53,448,53
75,2024,전기공학과,공학계열,96,618,96
75,2024,전자공학과,공학계열,138,582,140
75,2024,정보수학과,자연계열,47,189,46
75,2024,정치?사회학부 사회학전공,사회계열,37,158,37
75,2024,정치?사회학부 정치외교학전공,사회계열,43,206,42
75,2024,조경학과,공학계열,50,338,49
75,2024,조선해양공학과,공학계열,57,347,57
75,2024,중국학과,인문계열,65,372,67
75,2024,지식서비스경영학과,사회계열,69,68,36
75,2024,철학생명의료윤리학과,인문계열,47,272,46
75,2024,체육학과,예체능계열,105,940,105
75,2024,컴퓨터?AI공학부 컴퓨터공학과,공학계열,85,742,86
75,2024,컴퓨터?AI공학부 AI학과,공학계열,81,447,80
75,2024,태권도학과,예체능계열,60,244,60
75,2024,패션디자인학과,예체능계열,55,357,54
75,2024,한국어문학과,인문계열,64,322,73
75,2024,행정학과,사회계열,63,327,63
75,2024,화학공학과,공학계열,106,513,107
75,2024,화학과,자연계열,63,316,62
75,2024,환경?에너지공학부 미래에너지공학전공,공학계열,48,282,48
75,2024,환경?에너지공학부 환경안전전공,자연계열,48,244,48
75,2025,간호학과,의약계열,120,909,120
75,2025,건강관리학과,예체능계열,63,384,64
75,2025,건설시스템공학과,공학계열,81,392,81
75,2025,건축공학과,공학계열,53,275,52
75,2025,건축학과,공학계열,59,595,62
75,2025,경영정보학과,사회계열,120,526,119
75,2025,경영학과,사회계열,304,1759,311
75,2025,경제학과,사회계열,85,419,84
75,2025,경찰학과,사회계열,74,641,74
75,2025,관광경영학과,사회계열,121,570,131
75,2025,교육학과,교육계열,37,165,37
75,2025,국제무역학과,사회계열,121,579,150
75,2025,글로벌비즈니스학과,사회계열,75,357,77
75,2025,금융학과,사회계열,66,335,64
75,2025,기계공학과,공학계열,212,1277,212
75,2025,기타모집단위,인문계열,95,0,0
75,2025,도시공학과,공학계열,53,341,53
75,2025,미디어커뮤니케이션학과,사회계열,63,766,82
75,2025,미술학과,예체능계열,80,633,80
75,2025,바이오메디컬학과,자연계열,47,292,48
75,2025,바이오소재공학과,자연계열,52,312,52
75,2025,반도체학과,공학계열,47,201,47
75,2025,사회복지학과,사회계열,53,395,53
75,2025,산업경영공학과,공학계열,81,395,80
75,2025,산업공학과,공학계열,20,0,0
75,2025,산업디자인학과,예체능계열,72,510,73
75,2025,석당인재학부 공공정책학전공,사회계열,40,292,40
75,2025,스마트그린자원학과,자연계열,47,358,47
75,2025,스마트생산융합시스템공학과,공학계열,20,0,0
75,2025,스마트제조공학과,공학계열,30,12,12
75,2025,식품생명공학과,자연계열,53,331,53
75,2025,식품영양학과,자연계열,75,556,75
75,2025,신소재공학과,공학계열,101,532,101
75,2025,아동학과,사회계열,44,253,43
75,2025,역사문화학부 고고미술사학전공,인문계열,42,211,42
75,2025,역사문화학부 사학전공,인문계열,42,196,42
75,2025,영미학과,인문계열,75,397,79
75,2025,융합경영학과,사회계열,62,128,64
75,2025,음악학과,예체능계열,72,350,71
75,2025,응용생물공학과,자연계열,52,406,53
75,2025,의약생명공학과,자연계열,58,309,59
75,2025,의예과,의약계열,102,1637,102
75,2025,일본학과,인문계열,53,496,52
75,2025,자유전공학부,무전공,50,395,50
75,2025,전기공학과,공학계열,96,512,96
75,2025,전자공학과,공학계열,138,681,139
75,2025,정보수학과,자연계열,47,191,47
75,2025,정치?사회학부 사회학전공,사회계열,37,287,37
75,2025,정치?사회학부 정치외교학전공,사회계열,43,242,43
75,2025,조경학과,공학계열,50,320,49
75,2025,조선해양공학과,공학계열,57,296,56
75,2025,중국학과,인문계열,64,330,66
75,2025,지식서비스경영학과,사회계열,70,61,17
75,2025,철학생명의료윤리학과,인문계열,48,255,48
75,2025,체육학과,예체능계열,105,1133,104
75,2025,컴퓨터공학과,공학계열,90,637,90
75,2025,태권도학과,예체능계열,61,249,61
75,2025,패션디자인학과,예체능계열,55,368,54
75,2025,한국어문학과,인문계열,64,274,69
75,2025,행정학과,사회계열,63,340,63
75,2025,화학공학과,공학계열,106,486,107
75,2025,화학과,자연계열,63,328,63
75,2025,환경?에너지공학부 미래에너지공학전공,공학계열,48,353,48
75,2025,환경?에너지공학부 환경안전전공,자연계열,47,229,47
75,2025,AI학과,공학계열,82,365,82
75,2026,간호학과,의약계열,120,908,120
75,2026,건강관리학과,예체능계열,62,358,62
75,2026,건설시스템공학과,공학계열,81,546,81
75,2026,건축공학과,공학계열,53,342,53
75,2026,건축학과,공학계열,59,455,59
75,2026,경영정보학과,사회계열,120,679,121
75,2026,경영학과,사회계열,304,1722,324
75,2026,경제학과,사회계열,85,420,86
75,2026,경찰학과,사회계열,74,649,73
75,2026,관광경영학과,사회계열,121,591,142
75,2026,교육학과,교육계열,37,269,37
75,2026,국제무역학과,사회계열,121,666,157
75,2026,글로벌비즈니스학과,사회계열,64,395,68
75,2026,글로벌첨단융합공학부,공학계열,54,92,55
75,2026,금융학과,사회계열,66,417,65
75,2026,기계공학과,공학계열,212,1228,215
75,2026,기타모집단위,인문계열,132,186,0
75,2026,도시공학과,공학계열,53,375,53
75,2026,미디어커뮤니케이션학과,사회계열,63,737,74
75,2026,미술학과,예체능계열,81,547,82
75,2026,바이오메디컬학과,자연계열,48,276,47
75,2026,바이오소재공학과,자연계열,53,354,53
75,2026,반도체학과,공학계열,47,473,47
75,2026,부동산자산경영학과,사회계열,60,141,53
75,2026,사회복지학과,사회계열,53,348,52
75,2026,산업경영공학과,공학계열,81,656,80
75,2026,산업공학과,공학계열,20,0,0
75,2026,산업디자인학과,예체능계열,72,507,74
75,2026,석당인재학부 공공정책학전공,사회계열,40,188,40
75,2026,스마트그린자원학과,자연계열,47,476,47
75,2026,스마트생산융합시스템공학과,공학계열,20,0,0
75,2026,스마트제조공학과,공학계열,30,24,24
75,2026,식품생명공학과,자연계열,53,367,52
75,2026,식품영양학과,자연계열,75,473,76
75,2026,신소재공학과,공학계열,102,595,102
75,2026,아동학과,사회계열,43,273,42
75,2026,역사고고미술사학과,인문계열,64,483,64
75,2026,영미학과,인문계열,75,351,78
75,2026,융합경영학과,사회계열,53,101,54
75,2026,음악학과,예체능계열,60,484,60
75,2026,응용생물공학과,자연계열,52,287,52
75,2026,의약생명공학과,자연계열,57,286,60
75,2026,의예과,의약계열,51,695,51
75,2026,일본학과,인문계열,53,437,53
75,2026,자유전공학부,무전공,52,869,52
75,2026,작업치료학과,의약계열,50,433,50
75,2026,전기공학과,공학계열,96,578,97
75,2026,전자공학과,공학계열,138,735,139
75,2026,정보수학과,자연계열,48,269,47
75,2026,정치·사회학부 사회학전공,사회계열,37,294,37
75,2026,정치·사회학부 정치외교학전공,사회계열,43,193,42
75,2026,조경학과,공학계열,50,299,49
75,2026,조선해양공학과,공학계열,57,421,57
75,2026,중국학과,인문계열,64,563,70
75,2026,지식서비스경영학과,사회계열,70,44,20
75,2026,철학생명의료윤리학과,인문계열,47,425,47
75,2026,체육학과,예체능계열,105,1177,105
75,2026,컴퓨터공학과,공학계열,90,554,91
75,2026,태권도학과,예체능계열,60,392,60
75,2026,패션디자인학과,예체능계열,55,480,56
75,2026,한국어문학과,인문계열,64,421,73
75,2026,행정학과,사회계열,63,345,63
75,2026,화학공학과,공학계열,106,410,105
75,2026,화학과,자연계열,54,310,54
75,2026,환경·에너지공학부 미래에너지공학전공,공학계열,48,271,48
75,2026,환경·에너지공학부 환경안전전공,자연계열,48,282,47
75,2026,AI학과,공학계열,82,452,82
76,2024,간호학과,의약계열,117,485,110
76,2024,게임학부,공학계열,69,403,69
76,2024,경찰행정?범죄심리학과,사회계열,35,131,35
76,2024,공공인재학부,사회계열,64,332,62
76,2024,공연영상학부,예체능계열,92,360,92
76,2024,국제경영학과,사회계열,29,41,29
76,2024,도시철도시스템학과,공학계열,30,198,30
76,2024,디자인학부,예체능계열,71,344,70
76,2024,디지털콘텐츠학과,공학계열,38,98,38
76,2024,생활체육학과,예체능계열,32,60,32
76,2024,스마트건축공학과,공학계열,30,62,30
76,2024,스마트기계공학과,공학계열,32,80,32
76,2024,스마트안전시스템학부,공학계열,62,332,61
76,2024,웹툰애니메이션학과,예체능계열,33,242,33
76,2024,유아교육과,교육계열,31,85,31
76,2024,의무군사학과(자연과학),의약계열,30,61,30
76,2024,정보통신군사학과,공학계열,30,64,30
76,2024,철도건설안전공학과,공학계열,45,80,45
76,2024,철도운전?전기신호학과,공학계열,40,82,40
76,2024,철도운전관제학과,공학계열,40,98,40
76,2024,철도운전제어학과,공학계열,60,192,60
76,2024,AI빅데이터융합학과,공학계열,50,256,50
76,2024,IT융합경영학과,사회계열,42,265,42
76,2025,간호학과,의약계열,117,566,116
76,2025,게임학부,공학계열,64,411,64
76,2025,경찰범죄심리학과(25),사회계열,30,459,30
76,2025,공공인재학부,사회계열,60,301,60
76,2025,공연영상학부,예체능계열,67,266,66
76,2025,국제경영학과,사회계열,61,62,61
76,2025,군사학과,사회계열,30,163,30
76,2025,도시철도시스템학과,공학계열,30,197,30
76,2025,디자인학부,예체능계열,68,391,68
76,2025,디지털콘텐츠학과,공학계열,38,83,38
76,2025,디지털트윈소프트웨어학과,공학계열,25,145,25
76,2025,보건의료복지학과,사회계열,30,171,30
76,2025,생활체육학과(동두천),예체능계열,30,127,30
76,2025,스마트건축공학과,공학계열,30,58,30
76,2025,스마트기계공학과,공학계열,38,66,38
76,2025,스마트안전시스템학부,공학계열,52,308,50
76,2025,웹툰애니메이션학과,예체능계열,34,546,33
76,2025,유아교육과(동두천),교육계열,30,220,30
76,2025,철도건설안전공학과,공학계열,31,60,31
76,2025,철도운전?전기신호학과,공학계열,24,54,24
76,2025,철도운전관제학과,공학계열,24,74,24
76,2025,철도운전제어학과,공학계열,36,149,36
76,2025,철도자율전공학부,공학계열,50,137,50
76,2025,철도차량학과(25),공학계열,23,60,23
76,2025,AI빅데이터융합학과,공학계열,53,306,53
76,2025,e스포츠학과,예체능계열,23,190,23
76,2025,IT융합경영학과,사회계열,86,248,86
76,2026,간호학과,의약계열,125,931,125
76,2026,게임학부,공학계열,68,508,68
76,2026,경찰범죄심리학과(25),사회계열,30,311,30
76,2026,공공인재학부,사회계열,55,350,55
76,2026,국제경영학과,사회계열,6,6,6
76,2026,군사학과,사회계열,30,228,30
76,2026,글로벌철도인프라공학과,공학계열,17,17,17
76,2026,디자인학부,예체능계열,72,503,72
76,2026,디지털트윈소프트웨어학과,공학계열,25,226,25
76,2026,보건행정학과,사회계열,30,345,30
76,2026,생활체육학과(동두천),예체능계열,30,158,30
76,2026,스마트건축공학과,공학계열,23,64,23
76,2026,스마트기계공학과,공학계열,26,94,26
76,2026,스마트안전시스템학부,공학계열,50,361,50
76,2026,연기예술학과,예체능계열,40,233,40
76,2026,영상미디어학과,예체능계열,27,262,27
76,2026,웹툰애니메이션학과,예체능계열,34,691,34
76,2026,유아교육과(동두천),교육계열,30,279,30
76,2026,창의자율전공학부,무전공,56,148,56
76,2026,철도건설안전공학과,공학계열,23,47,23
76,2026,철도관제학과,공학계열,23,55,23
76,2026,철도시스템공학과,공학계열,30,157,30
76,2026,철도운전제어학과,공학계열,34,197,34
76,2026,철도자율전공학부,공학계열,40,158,40
76,2026,철도전기신호학과,공학계열,23,83,23
76,2026,철도차량학과(25),공학계열,23,57,23
76,2026,AI빅데이터융합학과,공학계열,53,381,53
76,2026,e스포츠학과,예체능계열,25,237,25
76,2026,IT융합경영학과,사회계열,40,356,40
77,2024,간호학과,의약계열,110,1507,110
77,2024,건축공학과,공학계열,71,237,70
77,2024,건축학과,공학계열,49,317,49
77,2024,게임공학과,공학계열,44,211,44
77,2024,경기지도학과,예체능계열,30,97,30
77,2024,경영정보학과,사회계열,40,203,40
77,2024,경영학과,사회계열,98,593,98
77,2024,경찰행정학과,사회계열,81,621,81
77,2024,고분자나노공학과,공학계열,32,75,25
77,2024,광고홍보학과,사회계열,61,373,61
77,2024,국어국문학과,인문계열,46,215,46
77,2024,국제관광경영학과,사회계열,82,298,82
77,2024,금융경영학과,사회계열,51,229,51
77,2024,기계공학과,공학계열,111,452,111
77,2024,도시공학과,공학계열,35,107,27
77,2024,디자인조형학과,예체능계열,77,223,77
77,2024,디지털콘텐츠학과,공학계열,51,213,51
77,2024,라이프융합학부,사회계열,60,75,35
77,2024,레저스포츠학과,예체능계열,45,271,45
77,2024,로봇자동화공학과,공학계열,42,116,34
77,2024,무역학과,사회계열,59,211,59
77,2024,문헌정보학과,인문계열,46,216,46
77,2024,물리치료학과,의약계열,42,616,42
77,2024,미디어커뮤니케이션학과,사회계열,70,433,70
77,2024,미래형자동차학과,공학계열,34,64,21
77,2024,바이오의약공학과,자연계열,46,171,46
77,2024,방사선학과,의약계열,29,384,29
77,2024,법학과,사회계열,41,198,41
77,2024,부동산자산경영학부,사회계열,120,197,120
77,2024,사회복지학과,사회계열,67,422,67
77,2024,산업경영빅데이터공학과,공학계열,43,158,43
77,2024,소방방재행정학과,사회계열,56,349,56
77,2024,소프트웨어공학부,공학계열,152,493,152
77,2024,소프트웨어융합학과,공학계열,33,78,21
77,2024,스마트항만물류학과,사회계열,30,80,30
77,2024,스마트호스피탈리티학과,사회계열,33,88,27
77,2024,식품공학과,자연계열,47,197,47
77,2024,식품영양학과,자연계열,49,308,49
77,2024,신소재공학과,공학계열,53,189,46
77,2024,심리학과,인문계열,30,178,30
77,2024,아동학과,사회계열,43,189,43
77,2024,영어영문학과,인문계열,50,265,50
77,2024,영화학과,예체능계열,32,125,32
77,2024,외식경영학과,사회계열,55,316,55
77,2024,유아교육과,교육계열,22,210,22
77,2024,유통물류학과,사회계열,47,189,47
77,2024,음악학과,예체능계열,21,116,20
77,2024,응용화학과,자연계열,31,93,23
77,2024,의료경영학과,사회계열,46,263,46
77,2024,의생명공학과,자연계열,48,231,48
77,2024,인간공학과,공학계열,30,65,16
77,2024,인공지능학과,공학계열,49,182,47
77,2024,일본학과,인문계열,58,316,58
77,2024,임상병리학과,의약계열,54,433,53
77,2024,자동차공학과,공학계열,38,138,38
77,2024,재무부동산학과,사회계열,46,143,46
77,2024,전기공학과,공학계열,88,337,88
77,2024,전자공학과,공학계열,64,237,64
77,2024,제품디자인공학과,예체능계열,20,121,20
77,2024,조선해양공학과,공학계열,37,119,29
77,2024,중어중국학과,인문계열,47,177,43
77,2024,창업투자경영학과,사회계열,30,103,30
77,2024,체육학과,예체능계열,55,405,55
77,2024,치위생학과,의약계열,42,356,42
77,2024,컴퓨터공학과,공학계열,113,488,113
77,2024,태권도학과,예체능계열,35,62,35
77,2024,토목공학과,공학계열,47,141,45
77,2024,패션디자인학과,예체능계열,44,261,44
77,2024,평생교육·청소년상담학과,교육계열,42,143,42
77,2024,한의예과,의약계열,50,958,50
77,2024,행정학과,사회계열,45,240,45
77,2024,호텔?컨벤션경영학과,사회계열,75,387,75
77,2024,화학공학과,공학계열,64,230,63
77,2024,환경공학과,자연계열,36,113,34
77,2024,회계학과,사회계열,64,227,64
77,2024,e비즈니스학과,사회계열,30,126,30
77,2025,간호학과,의약계열,110,1300,110
77,2025,건축공학과,공학계열,70,252,74
77,2025,건축학과,공학계열,45,278,48
77,2025,경기지도학과,예체능계열,30,140,30
77,2025,경영정보학과,사회계열,40,151,42
77,2025,경영학과,사회계열,136,776,143
77,2025,경찰행정학과,사회계열,80,689,92
77,2025,광고홍보학과,사회계열,60,271,63
77,2025,국어국문학과,인문계열,45,190,46
77,2025,국제관광경영학과,사회계열,62,284,65
77,2025,글로벌호스피탈리티경영학과,사회계열,28,143,28
77,2025,금융경영학과,사회계열,50,189,52
77,2025,기계공학과,공학계열,103,467,110
77,2025,기타모집단위,인문계열,194,0,0
77,2025,도시공학과,공학계열,30,118,30
77,2025,디자인조형학과,예체능계열,75,266,75
77,2025,디지털콘텐츠학과,공학계열,45,207,51
77,2025,라이프융합학부,사회계열,60,106,60
77,2025,레저스포츠학과,예체능계열,45,280,45
77,2025,로봇공학과,공학계열,31,131,33
77,2025,무역학과,사회계열,56,237,57
77,2025,문헌정보학과,인문계열,50,203,51
77,2025,물리치료학과,의약계열,40,511,44
77,2025,미디어커뮤니케이션학과,사회계열,71,462,82
77,2025,미래모빌리티학과,공학계열,34,68,14
77,2025,바이오의약학과,자연계열,46,228,46
77,2025,방사선학과,의약계열,27,280,29
77,2025,법학과,사회계열,40,205,44
77,2025,부동산자산경영학부,사회계열,120,179,120
77,2025,사회복지학과,사회계열,65,388,69
77,2025,산업경영빅데이터공학과,공학계열,40,160,40
77,2025,소방방재행정학과,사회계열,50,367,56
77,2025,소프트웨어융합대학,공학계열,305,901,313
77,2025,소프트웨어융합학과,공학계열,33,45,11
77,2025,스마트항만물류학과,사회계열,30,98,30
77,2025,스마트호스피탈리티학과,사회계열,33,69,18
77,2025,식품공학과,자연계열,45,188,47
77,2025,식품영양학과,자연계열,45,267,49
77,2025,신소재공학과,공학계열,41,152,42
77,2025,심리학과,인문계열,35,281,38
77,2025,아동학과,사회계열,41,179,43
77,2025,영어영문학과,인문계열,50,211,51
77,2025,영화학과,예체능계열,30,133,32
77,2025,외식경영학과,사회계열,45,201,48
77,2025,유아교육과,교육계열,20,197,20
77,2025,유통물류학과,사회계열,45,134,47
77,2025,음악학과,예체능계열,21,113,21
77,2025,의료경영학과,사회계열,45,191,46
77,2025,의생명공학과,자연계열,46,205,47
77,2025,일본학과,인문계열,60,320,63
77,2025,임상병리학과,의약계열,52,409,56
77,2025,자동차공학과,공학계열,36,180,42
77,2025,자유전공,무전공,36,233,40
77,2025,재무부동산학과,사회계열,45,139,45
77,2025,전기공학과,공학계열,81,382,93
77,2025,전자공학과,공학계열,60,300,63
77,2025,제품디자인공학과,예체능계열,20,75,22
77,2025,조선해양공학과,공학계열,31,140,33
77,2025,중어중국학과,인문계열,36,149,37
77,2025,지능형컴퓨팅학과,공학계열,64,256,64
77,2025,창업투자경영학과,사회계열,30,157,30
77,2025,체육학과,예체능계열,55,520,55
77,2025,치위생학과,의약계열,44,429,48
77,2025,태권도학과,예체능계열,35,81,35
77,2025,토목공학과,공학계열,45,201,47
77,2025,패션디자인학과,예체능계열,40,258,43
77,2025,평생교육·청소년상담학과,교육계열,40,127,41
77,2025,한의예과,의약계열,50,1197,50
77,2025,행정학과,사회계열,45,164,47
77,2025,호텔?컨벤션경영학과,사회계열,60,278,67
77,2025,화장품공학과,공학계열,31,149,31
77,2025,화학공학과,공학계열,52,221,54
77,2025,환경공학과,자연계열,31,130,31
77,2025,회계학과,사회계열,60,229,61
77,2025,e비즈니스학과,사회계열,30,107,31
77,2025,K-뷰티학과,예체능계열,30,280,33
77,2026,간호학과,의약계열,110,1278,115
77,2026,건축공학과,공학계열,71,320,73
77,2026,건축학과,공학계열,45,384,49
77,2026,경기지도학과,예체능계열,30,170,30
77,2026,경영정보학과,사회계열,40,207,41
77,2026,경영학과,사회계열,92,762,104
77,2026,경찰행정학과,사회계열,80,757,90
77,2026,광고홍보학과,사회계열,55,457,64
77,2026,국어국문학과,인문계열,50,202,52
77,2026,국제관광경영학과,사회계열,60,244,61
77,2026,글로벌경영학과,사회계열,27,50,27
77,2026,글로벌호스피탈리티경영학과,사회계열,15,23,15
77,2026,금융경영학과,사회계열,50,434,52
77,2026,기계공학과,공학계열,95,518,100
77,2026,기타모집단위,인문계열,194,0,0
77,2026,도시공학과,공학계열,31,172,32
77,2026,디자인조형학과,예체능계열,65,204,65
77,2026,디지털융합학과,예체능계열,25,58,17
77,2026,디지털콘텐츠학과,공학계열,50,239,58
77,2026,라이프복지학과,사회계열,30,67,30
77,2026,레저스포츠학과,예체능계열,45,372,45
77,2026,로봇공학과,공학계열,31,137,31
77,2026,무역학과,사회계열,55,232,56
77,2026,문헌정보학과,인문계열,50,260,50
77,2026,물리치료학과,의약계열,40,614,43
77,2026,미디어커뮤니케이션학과,사회계열,70,583,78
77,2026,미래모빌리티학과,공학계열,25,79,17
77,2026,바이오의약학과,자연계열,45,227,46
77,2026,방사선학과,의약계열,27,339,29
77,2026,법학과,사회계열,40,198,44
77,2026,부동산자산경영학과,사회계열,100,205,100
77,2026,뷰티비즈니스학과,예체능계열,20,41,20
77,2026,사회복지학과,사회계열,65,493,72
77,2026,산업경영빅데이터공학과,공학계열,40,175,41
77,2026,소방방재행정학과,사회계열,50,317,55
77,2026,소프트웨어융합대학,공학계열,306,1201,312
77,2026,스마트창업경영학과,사회계열,20,33,20
77,2026,스마트항만물류학과,사회계열,30,147,32
